UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
AC,12,00435,Santa Rosa do Purus,7143
AC,12,00450,Senador Guiomard,22352
AC,12,00500,Sena Madureira,43916
AC,12,00609,Tarauacá,46517
AC,12,00708,Xapuri,19090
AC,12,00807,Porto Acre,17455
AM,13,00029,Alvarães,16670
AM,13,00060,Amaturá,11411
AM,13,00086,Anamã,10318
AM,13,00102,Anori,17932
AM,13,00144,Apuí,21735
AM,13,00201,Atalaia do Norte,15892
AM,13,00300,Autazes,45328
AM,13,00409,Barcelos,18626
AM,13,00508,Barreirinha,33436
AM,13,00607,Benjamin Constant,40509
AM,13,00631,Beruri,22136
AM,13,00680,Boa Vista do Ramos,25769
AM,13,00706,Boca do Acre,38246
AM,13,00805,Borba,34879
AM,13,00839,Caapiranga,14310
AM,13,00904,Canutama,17885
AM,13,01001,Carauari,30892
AM,13,01100,Careiro,32442
AM,13,01159,Careiro da Várzea,19809
AM,13,01209,Coari,73820
AM,13,01308,Codajás,24451
AM,13,01407,Eirunepé,35534
AM,13,01506,Envira,17920
AM,13,01605,Fonte Boa,27875
AM,13,01654,Guajará,14332
AM,13,01704,Humaitá,62312
AM,13,01803,Ipixuna,25458
AM,13,01852,Iranduba,67114
AM,13,01902,Itacoatiara,112520
AM,13,01951,Itamarati,11730
AM,13,02009,Itapiranga,10805
AM,13,02108,Japurá,9397
AM,13,02207,Juruá,11152
AM,13,02306,Jutaí,27656
AM,13,02405,Lábrea,48927
AM,13,02504,Manacapuru,110691
AM,13,02553,Manaquiri,17009
AM,13,02603,Manaus,2279686
AM,13,02702,Manicoré,57758
AM,13,02801,Maraã,15843
AM,13,02900,Maués,65714
AM,13,03007,Nhamundá,21106
AM,13,03106,Nova Olinda do Norte,28267
AM,13,03205,Novo Airão,16467
AM,13,03304,Novo Aripuanã,24987
AM,13,03403,Parintins,101956
AM,13,03502,Pauini,20232
AM,13,03536,Presidente Figueiredo,33004
AM,13,03569,Rio Preto da Eva,25723
AM,13,03601,Santa Isabel do Rio Negro,14176
AM,13,03700,Santo Antônio do Içá,30448
AM,13,03809,São Gabriel da Cachoeira,56406
AM,13,03908,São Paulo de Olivença,35196
AM,13,03957,São Sebastião do Uatumã,12247
AM,13,04005,Silves,12404
AM,13,04062,Tabatinga,72283
AM,13,04104,Tapauá,20501
AM,13,04203,Tefé,79278
AM,13,04237,Tonantins,20224
AM,13,04260,Uarini,15278
AM,13,04302,Urucará,19505
AM,13,04401,Urucurituba,25592
RR,14,00027,Amajari,15583
RR,14,00050,Alto Alegre,23049
RR,14,00100,Boa Vista,470169
RR,14,00159,Bonfim,15222
RR,14,00175,Cantá,20552
RR,14,00209,Caracaraí,22443
RR,14,00233,Caroebe,11708
RR,14,00282,Iracema,10778
RR,14,00308,Mucajaí,19619
RR,14,00407,Normandia,15744
RR,14,00456,Pacaraima,22104
RR,14,00472,Rorainópolis,36747
RR,14,00506,São João da Baliza,9727
RR,14,00605,São Luiz,7777
RR,14,00704,Uiramutã,15571
PA,15,00107,Abaetetuba,170999
PA,15,00131,Abel Figueiredo,6302
PA,15,00206,Acará,62701
PA,15,00305,Afuá,40246
PA,15,00347,Água Azul do Norte,17960
PA,15,00404,Alenquer,74836
PA,15,00503,Almeirim,36334
PA,15,00602,Altamira,136982
PA,15,00701,Anajás,30003
PA,15,00800,Ananindeua,507838
PA,15,00859,Anapu,34947
PA,15,00909,Augusto Corrêa,47596
PA,15,00958,Aurora do Pará,24321
PA,15,01006,Aveiro,19223
PA,15,01105,Bagre,34633
PA,15,01204,Baião,55949
PA,15,01253,Bannach,4252
PA,15,01303,Barcarena,137331
PA,15,01402,Belém,1398531
PA,15,01451,Belterra,18954
PA,15,01501,Benevides,68191
PA,15,01576,Bom Jesus do Tocantins,18958
PA,15,01600,Bonito,12998
PA,15,01709,Bragança,131679
PA,15,01725,Brasil Novo,26606
PA,15,01758,Brejo Grande do Araguaia,6985
PA,15,01782,Breu Branco,47351
PA,15,01808,Breves,115051
PA,15,01907,Bujaru,25112
PA,15,01956,Cachoeira do Piriá,19578
PA,15,02004,Cachoeira do Arari,25243
PA,15,02103,Cametá,143837
PA,15,02152,Canaã dos Carajás,86629
PA,15,02202,Capanema,74808
PA,15,02301,Capitão Poço,59960
PA,15,02400,Castanhal,207603
PA,15,02509,Chaves,21487
PA,15,02608,Colares,13526
PA,15,02707,Conceição do Araguaia,47099
PA,15,02756,Concórdia do Pará,28287
PA,15,02764,Cumaru do Norte,14937
PA,15,02772,Curionópolis,20859
PA,15,02806,Curralinho,36451
PA,15,02855,Curuá,14834
PA,15,02905,Curuçá,44413
PA,15,02939,Dom Eliseu,62322
PA,15,02954,Eldorado do Carajás,29425
PA,15,03002,Faro,9125
PA,15,03044,Floresta do Araguaia,18565
PA,15,03077,Garrafão do Norte,25552
PA,15,03093,Goianésia do Pará,27059
PA,15,03101,Gurupá,33922
PA,15,03200,Igarapé-Açu,37855
PA,15,03309,Igarapé-Miri,68955
PA,15,03408,Inhangapi,10754
PA,15,03457,Ipixuna do Pará,30158
PA,15,03507,Irituia,32698
PA,15,03606,Itaituba,133684
PA,15,03705,Itupiranga,52187
PA,15,03754,Jacareacanga,26006
PA,15,03804,Jacundá,38391
PA,15,03903,Juruti,53952
PA,15,04000,Limoeiro do Ajuru,31778
PA,15,04059,Mãe do Rio,37048
PA,15,04109,Magalhães Barata,8428
PA,15,04208,Marabá,288513
PA,15,04307,Maracanã,27207
PA,15,04406,Marapanim,28105
PA,15,04422,Marituba,118998
PA,15,04455,Medicilândia,28633
PA,15,04505,Melgaço,29846
PA,15,04604,Mocajuba,28821
PA,15,04703,Moju,90795
PA,15,04752,Mojuí dos Campos,25312
PA,15,04802,Monte Alegre,63641
PA,15,04901,Muaná,48955
PA,15,04950,Nova Esperança do Piriá,21259
PA,15,04976,Nova Ipixuna,14417
PA,15,05007,Nova Timboteua,13204
PA,15,05031,Novo Progresso,36518
PA,15,05064,Novo Repartimento,63754
PA,15,05106,Óbidos,55271
PA,15,05205,Oeiras do Pará,36377
PA,15,05304,Oriximiná,72460
PA,15,05403,Ourém,18675
PA,15,05437,Ourilândia do Norte,34905
PA,15,05486,Pacajá,43594
PA,15,05494,Palestina do Pará,7086
PA,15,05502,Paragominas,112843
PA,15,05536,Parauapebas,298854
PA,15,05551,Pau D'Arco,7296
PA,15,05601,Peixe-Boi,8651
PA,15,05635,Piçarra,13341
PA,15,05650,Placas,18772
PA,15,05700,Ponta de Pedras,25767
PA,15,05809,Portel,66898
PA,15,05908,Porto de Moz,43673
PA,15,06005,Prainha,38318
PA,15,06104,Primavera,11332
PA,15,06112,Quatipuru,11870
PA,15,06138,Redenção,91947
PA,15,06161,Rio Maria,19129
PA,15,06187,Rondon do Pará,56593
PA,15,06195,Rurópolis,37360
PA,15,06203,Salinópolis,48168
PA,15,06302,Salvaterra,25441
PA,15,06351,Santa Bárbara do Pará,22288
PA,15,06401,Santa Cruz do Arari,7654
PA,15,06500,Santa Izabel do Pará,78317
PA,15,06559,Santa Luzia do Pará,21217
PA,15,06583,Santa Maria das Barreiras,17079
PA,15,06609,Santa Maria do Pará,25696
PA,15,06708,Santana do Araguaia,31683
PA,15,06807,Santarém,357311
PA,15,06906,Santarém Novo,6348
PA,15,07003,Santo Antônio do Tauá,29134
PA,15,07102,São Caetano de Odivelas,17248
PA,15,07151,São Domingos do Araguaia,21638
PA,15,07201,São Domingos do Capim,32449
PA,15,07300,São Félix do Xingu,65957
PA,15,07409,São Francisco do Pará,15418
PA,15,07458,São Geraldo do Araguaia,24978
PA,15,07466,São João da Ponta,4509
PA,15,07474,São João de Pirabas,21447
PA,15,07508,São João do Araguaia,14246
PA,15,07607,São Miguel do Guamá,55798
PA,15,07706,São Sebastião da Boa Vista,27441
PA,15,07755,Sapucaia,6160
PA,15,07805,Senador José Porfírio,24441
PA,15,07904,Soure,25218
PA,15,07953,Tailândia,75526
PA,15,07961,Terra Alta,10815
PA,15,07979,Terra Santa,19667
PA,15,08001,Tomé-Açu,72326
PA,15,08035,Tracuateua,30373
PA,15,08050,Trairão,15619
PA,15,08084,Tucumã,42480
PA,15,08100,Tucuruí,96238
PA,15,08126,Ulianópolis,39576
PA,15,08159,Uruará,45939
PA,15,08209,Vigia,53806
PA,15,08308,Viseu,61970
PA,15,08357,Vitória do Xingu,16414
PA,15,08407,Xinguara,56999
AP,16,00055,Serra do Navio,4986
AP,16,00105,Amapá,8434
AP,16,00154,Pedra Branca do Amapari,13798
AP,16,00204,Calçoene,11391
AP,16,00212,Cutias,4725
AP,16,00238,Ferreira Gomes,7145
AP,16,00253,Itaubal,6043
AP,16,00279,Laranjal do Jari,37969
AP,16,00303,Macapá,487200
AP,16,00402,Mazagão,23575
AP,16,00501,Oiapoque,30481
AP,16,00535,Porto Grande,18988
AP,16,00550,Pracuúba,4042
AP,16,00600,Santana,118353
AP,16,00709,Tartarugalzinho,13785
AP,16,00808,Vitória do Jari,11922
TO,17,00251,Abreulândia,2668
TO,17,00301,Aguiarnópolis,4537
TO,17,00350,Aliança do Tocantins,5222
TO,17,00400,Almas,6542
TO,17,00707,Alvorada,9094
TO,17,01002,Ananás,10662
TO,17,01051,Angico,2918
TO,17,01101,Aparecida do Rio Negro,5067
TO,17,01309,Aragominas,5360
TO,17,01903,Araguacema,6039
TO,17,02000,Araguaçu,8273
TO,17,02109,Araguaína,181493
TO,17,02158,Araguanã,4338
TO,17,02208,Araguatins,33205
TO,17,02307,Arapoema,5553
TO,17,02406,Arraias,10522
TO,17,02554,Augustinópolis,18128
TO,17,02703,Aurora do Tocantins,3420
TO,17,02901,Axixá do Tocantins,10663
TO,17,03008,Babaçulândia,7779
TO,17,03057,Bandeirantes do Tocantins,3534
TO,17,03073,Barra do Ouro,4641
TO,17,03107,Barrolândia,4915
TO,17,03206,Bernardo Sayão,4316
TO,17,03305,Bom Jesus do Tocantins,4181
TO,17,03602,Brasilândia do Tocantins,2016
TO,17,03701,Brejinho de Nazaré,4796
TO,17,03800,Buriti do Tocantins,10654
TO,17,03826,Cachoeirinha,1991
TO,17,03842,Campos Lindos,8951
TO,17,03867,Cariri do Tocantins,4147
TO,17,03883,Carmolândia,2246
TO,17,03891,Carrasco Bonito,3362
TO,17,03909,Caseara,5009
TO,17,04105,Centenário,2135
TO,17,04600,Chapada de Areia,1563
TO,17,05102,Chapada da Natividade,3182
TO,17,05508,Colinas do Tocantins,35957
TO,17,05557,Combinado,4896
TO,17,05607,Conceição do Tocantins,3956
TO,17,06001,Couto Magalhães,5515
TO,17,06100,Cristalândia,6437
TO,17,06258,Crixás do Tocantins,1499
TO,17,06506,Darcinópolis,6054
TO,17,07009,Dianópolis,18031
TO,17,07108,Divinópolis do Tocantins,7297
TO,17,07207,Dois Irmãos do Tocantins,6395
TO,17,07306,Dueré,4321
TO,17,07405,Esperantina,7493
TO,17,07553,Fátima,3520
TO,17,07652,Figueirópolis,5336
TO,17,07702,Filadélfia,7823
TO,17,08205,Formoso do Araguaia,19428
TO,17,08254,Tabocão,3676
TO,17,08304,Goianorte,4840
TO,17,09005,Goiatins,12816
TO,17,09302,Guaraí,25681
TO,17,09500,Gurupi,89574
TO,17,09807,Ipueiras,1627
TO,17,10508,Itacajá,6969
TO,17,10706,Itaguatins,5206
TO,17,10904,Itapiratins,3679
TO,17,11100,Itaporã do Tocantins,2464
TO,17,11506,Jaú do Tocantins,3403
TO,17,11803,Juarina,2305
TO,17,11902,Lagoa da Confusão,16312
TO,17,11951,Lagoa do Tocantins,3610
TO,17,12009,Lajeado,3520
TO,17,12157,Lavandeira,1673
TO,17,12405,Lizarda,2991
TO,17,12454,Luzinópolis,2803
TO,17,12504,Marianópolis do Tocantins,4772
TO,17,12702,Mateiros,2888
TO,17,12801,Maurilândia do Tocantins,3171
TO,17,13205,Miracema do Tocantins,18787
TO,17,13304,Miranorte,13056
TO,17,13601,Monte do Carmo,5722
TO,17,13700,Monte Santo do Tocantins,2500
TO,17,13809,Palmeiras do Tocantins,4897
TO,17,13957,Muricilândia,3485
TO,17,14203,Natividade,8961
TO,17,14302,Nazaré,4660
TO,17,14880,Nova Olinda,10609
TO,17,15002,Nova Rosalândia,3403
TO,17,15101,Novo Acordo,4102
TO,17,15150,Novo Alegre,1841
TO,17,15259,Novo Jardim,2263
TO,17,15507,Oliveira de Fátima,1211
TO,17,15705,Palmeirante,4909
TO,17,15754,Palmeirópolis,7119
TO,17,16109,Paraíso do Tocantins,55164
TO,17,16208,Paranã,10854
TO,17,16307,Pau D'Arco,4085
TO,17,16505,Pedro Afonso,14731
TO,17,16604,Peixe,9438
TO,17,16653,Pequizeiro,5038
TO,17,16703,Colméia,9158
TO,17,17008,Pindorama do Tocantins,4596
TO,17,17206,Piraquê,2265
TO,17,17503,Pium,7375
TO,17,17800,Ponte Alta do Bom Jesus,4295
TO,17,17909,Ponte Alta do Tocantins,7842
TO,17,18006,Porto Alegre do Tocantins,2953
TO,17,18204,Porto Nacional,68555
TO,17,18303,Praia Norte,9460
TO,17,18402,Presidente Kennedy,3051
TO,17,18451,Pugmil,2231
TO,17,18501,Recursolândia,3471
TO,17,18550,Riachinho,4039
TO,17,18659,Rio da Conceição,1822
TO,17,18709,Rio dos Bois,2833
TO,17,18758,Rio Sono,4798
TO,17,18808,Sampaio,4372
TO,17,18840,Sandolândia,3873
TO,17,18865,Santa Fé do Araguaia,7489
TO,17,18881,Santa Maria do Tocantins,2726
TO,17,18899,Santa Rita do Tocantins,2291
TO,17,18907,Santa Rosa do Tocantins,4789
TO,17,19004,Santa Tereza do Tocantins,2889
TO,17,20002,Santa Terezinha do Tocantins,2463
TO,17,20101,São Bento do Tocantins,5936
TO,17,20150,São Félix do Tocantins,1875
TO,17,20200,São Miguel do Tocantins,13939
TO,17,20259,São Salvador do Tocantins,2385
TO,17,20309,São Sebastião do Tocantins,4189
TO,17,20499,São Valério,4547
TO,17,20655,Silvanópolis,5252
TO,17,20804,Sítio Novo do Tocantins,11334
TO,17,20853,Sucupira,1599
TO,17,20903,Taguatinga,14247
TO,17,20937,Taipas do Tocantins,2086
TO,17,20978,Talismã,2509
TO,17,21000,Palmas,323625
TO,17,21109,Tocantínia,7751
TO,17,21208,Tocantinópolis,23203
TO,17,21257,Tupirama,2003
TO,17,21307,Tupiratins,1897
TO,17,22081,Wanderlândia,10751
TO,17,22107,Xambioá,10683
MA,21,00055,Açailândia,110506
MA,21,00105,Afonso Cunha,6296
MA,21,00154,Água Doce do Maranhão,12446
MA,21,00204,Alcântara,18774
MA,21,00303,Aldeias Altas,23782
MA,21,00402,Altamira do Maranhão,6565
MA,21,00436,Alto Alegre do Maranhão,24543
MA,21,00477,Alto Alegre do Pindaré,26411
MA,21,00501,Alto Parnaíba,11382
MA,21,00550,Amapá do Maranhão,7364
MA,21,00600,Amarante do Maranhão,38333
MA,21,00709,Anajatuba,26221
MA,21,00808,Anapurus,14111
MA,21,00832,Apicum-Açu,17984
MA,21,00873,Araguanã,11347
MA,21,00907,Araioses,40278
MA,21,00956,Arame,26191
MA,21,01004,Arari,30521
MA,21,01103,Axixá,12079
MA,21,01202,Bacabal,107620
MA,21,01251,Bacabeira,17414
MA,21,01301,Bacuri,16610
MA,21,01350,Bacurituba,5374
MA,21,01400,Balsas,106094
MA,21,01509,Barão de Grajaú,19458
MA,21,01608,Barra do Corda,87672
MA,21,01707,Barreirinhas,67999
MA,21,01731,Belágua,8716
MA,21,01772,Bela Vista do Maranhão,12073
MA,21,01806,Benedito Leite,5597
MA,21,01905,Bequimão,19983
MA,21,01939,Bernardo do Mearim,5983
MA,21,01970,Boa Vista do Gurupi,7769
MA,21,02002,Bom Jardim,34035
MA,21,02036,Bom Jesus das Selvas,29588
MA,21,02077,Bom Lugar,12414
MA,21,02101,Brejo,35322
MA,21,02150,Brejo de Areia,9387
MA,21,02200,Buriti,30799
MA,21,02309,Buriti Bravo,22940
MA,21,02325,Buriticupu,56896
MA,21,02358,Buritirana,13157
MA,21,02374,Cachoeira Grande,10004
MA,21,02408,Cajapió,10342
MA,21,02507,Cajari,16711
MA,21,02556,Campestre do Maranhão,12553
MA,21,02606,Cândido Mendes,20413
MA,21,02705,Cantanhede,24976
MA,21,02754,Capinzal do Norte,11664
MA,21,02804,Carolina,24606
MA,21,02903,Carutapera,24855
MA,21,03000,Caxias,163428
MA,21,03109,Cedral,10444
MA,21,03125,Central do Maranhão,7233
MA,21,03158,Centro do Guilherme,12668
MA,21,03174,Centro Novo do Maranhão,16529
MA,21,03208,Chapadinha,84202
MA,21,03257,Cidelândia,13152
MA,21,03307,Codó,118295
MA,21,03406,Coelho Neto,42918
MA,21,03505,Colinas,41745
MA,21,03554,Conceição do Lago-Açu,15264
MA,21,03604,Coroatá,61351
MA,21,03703,Cururupu,32608
MA,21,03752,Davinópolis,14788
MA,21,03802,Dom Pedro,23579
MA,21,03901,Duque Bacelar,10448
MA,21,04008,Esperantinópolis,18725
MA,21,04057,Estreito,34353
MA,21,04073,Feira Nova do Maranhão,8236
MA,21,04081,Fernando Falcão,11184
MA,21,04099,Formosa da Serra Negra,18133
MA,21,04107,Fortaleza dos Nogueiras,12951
MA,21,04206,Fortuna,17346
MA,21,04305,Godofredo Viana,10422
MA,21,04404,Gonçalves Dias,17579
MA,21,04503,Governador Archer,10472
MA,21,04552,Governador Edison Lobão,18908
MA,21,04602,Governador Eugênio Barros,14258
MA,21,04628,Governador Luiz Rocha,7219
MA,21,04651,Governador Newton Bello,10981
MA,21,04677,Governador Nunes Freire,23563
MA,21,04701,Graça Aranha,6161
MA,21,04800,Grajaú,76578
MA,21,04909,Guimarães,10470
MA,21,05005,Humberto de Campos,26546
MA,21,05104,Icatu,25332
MA,21,05153,Igarapé do Meio,14350
MA,21,05203,Igarapé Grande,10463
MA,21,05302,Imperatriz,285146
MA,21,05351,Itaipava do Grajaú,14143
MA,21,05401,Itapecuru Mirim,62269
MA,21,05427,Itinga do Maranhão,22934
MA,21,05450,Jatobá,7610
MA,21,05476,Jenipapo dos Vieiras,17499
MA,21,05500,João Lisboa,25287
MA,21,05609,Joselândia,15235
MA,21,05658,Junco do Maranhão,5275
MA,21,05708,Lago da Pedra,45875
MA,21,05807,Lago do Junco,9700
MA,21,05906,Lago Verde,15077
MA,21,05922,Lagoa do Mato,10809
MA,21,05948,Lago dos Rodrigues,8961
MA,21,05963,Lagoa Grande do Maranhão,11710
MA,21,05989,Lajeado Novo,7227
MA,21,06003,Lima Campos,11558
MA,21,06102,Loreto,11876
MA,21,06201,Luís Domingues,7351
MA,21,06300,Magalhães de Almeida,14001
MA,21,06326,Maracaçumé,21686
MA,21,06359,Marajá do Sena,7165
MA,21,06375,Maranhãozinho,14086
MA,21,06409,Mata Roma,17537
MA,21,06508,Matinha,22530
MA,21,06607,Matões,33300
MA,21,06631,Matões do Norte,17945
MA,21,06672,Milagres do Maranhão,9048
MA,21,06706,Mirador,21518
MA,21,06755,Miranda do Norte,24377
MA,21,06805,Mirinzal,14297
MA,21,06904,Monção,28606
MA,21,07001,Montes Altos,9309
MA,21,07100,Morros,18994
MA,21,07209,Nina Rodrigues,14551
MA,21,07258,Nova Colinas,5144
MA,21,07308,Nova Iorque,4412
MA,21,07357,Nova Olinda do Maranhão,14468
MA,21,07407,Olho d'Água das Cunhãs,18295
MA,21,07456,Olinda Nova do Maranhão,13909
MA,21,07506,Paço do Lumiar,152306
MA,21,07605,Palmeirândia,21606
MA,21,07704,Paraibano,18619
MA,21,07803,Parnarama,32256
MA,21,07902,Passagem Franca,17592
MA,21,08009,Pastos Bons,19246
MA,21,08058,Paulino Neves,17523
MA,21,08108,Paulo Ramos,20792
MA,21,08207,Pedreiras,38267
MA,21,08256,Pedro do Rosário,24917
MA,21,08306,Penalva,33534
MA,21,08405,Peri Mirim,11277
MA,21,08454,Peritoró,20910
MA,21,08504,Pindaré-Mirim,32521
MA,21,08603,Pinheiro,87919
MA,21,08702,Pio XII,22369
MA,21,08801,Pirapemas,18120
MA,21,08900,Poção de Pedras,17444
MA,21,09007,Porto Franco,24517
MA,21,09056,Porto Rico do Maranhão,6091
MA,21,09106,Presidente Dutra,46578
MA,21,09205,Presidente Juscelino,11616
MA,21,09239,Presidente Médici,4748
MA,21,09270,Presidente Sarney,17913
MA,21,09304,Presidente Vargas,10791
MA,21,09403,Primeira Cruz,13922
MA,21,09452,Raposa,32054
MA,21,09502,Riachão,22699
MA,21,09551,Ribamar Fiquene,7597
MA,21,09601,Rosário,39763
MA,21,09700,Sambaíba,5701
MA,21,09759,Santa Filomena do Maranhão,6839
MA,21,09809,Santa Helena,43112
MA,21,09908,Santa Inês,88167
MA,21,10005,Santa Luzia,59037
MA,21,10039,Santa Luzia do Paruá,24870
MA,21,10104,Santa Quitéria do Maranhão,24489
MA,21,10203,Santa Rita,38446
MA,21,10237,Santana do Maranhão,10777
MA,21,10278,Santo Amaro do Maranhão,14280
MA,21,10302,Santo Antônio dos Lopes,14623
MA,21,10401,São Benedito do Rio Preto,18793
MA,21,10500,São Bento,48036
MA,21,10609,São Bernardo,27887
MA,21,10658,São Domingos do Azeitão,8213
MA,21,10708,São Domingos do Maranhão,35221
MA,21,10807,São Félix de Balsas,4495
MA,21,10856,São Francisco do Brejão,9222
MA,21,10906,São Francisco do Maranhão,12353
MA,21,11003,São João Batista,18909
MA,21,11029,São João do Carú,12421
MA,21,11052,São João do Paraíso,10105
MA,21,11078,São João do Soter,17254
MA,21,11102,São João dos Patos,25891
MA,21,11201,São José de Ribamar,257414
MA,21,11250,São José dos Basílios,7102
MA,21,11300,São Luís,1088057
MA,21,11409,São Luís Gonzaga do Maranhão,18153
MA,21,11508,São Mateus do Maranhão,40160
MA,21,11532,São Pedro da Água Branca,14736
MA,21,11573,São Pedro dos Crentes,5965
MA,21,11607,São Raimundo das Mangabeiras,19129
MA,21,11631,São Raimundo do Doca Bezerra,5767
MA,21,11672,São Roberto,4602
MA,21,11706,São Vicente Ferrer,19885
MA,21,11722,Satubinha,8880
MA,21,11748,Senador Alexandre Costa,10445
MA,21,11763,Senador La Rocque,15035
MA,21,11789,Serrano do Maranhão,10461
MA,21,11805,Sítio Novo,17457
MA,21,11904,Sucupira do Norte,10471
MA,21,11953,Sucupira do Riachão,5088
MA,21,12001,Tasso Fragoso,9106
MA,21,12100,Timbiras,27344
MA,21,12209,Timon,182241
MA,21,12233,Trizidela do Vale,23052
MA,21,12274,Tufilândia,5633
MA,21,12308,Tuntum,37401
MA,21,12407,Turiaçu,38905
MA,21,12456,Turilândia,33032
MA,21,12506,Tutóia,55041
MA,21,12605,Urbano Santos,34060
MA,21,12704,Vargem Grande,44540
MA,21,12803,Viana,53115
MA,21,12852,Vila Nova dos Martírios,10575
MA,21,12902,Vitória do Mearim,31851
MA,21,13009,Vitorino Freire,31906
MA,21,14007,Zé Doca,41943
PI,22,00053,Acauã,6515
PI,22,00103,Agricolândia,5023
PI,22,00202,Água Branca,18033
PI,22,00251,Alagoinha do Piauí,6901
PI,22,00277,Alegrete do Piauí,4713
PI,22,00301,Alto Longá,13734
PI,22,00400,Altos,49637
PI,22,00459,Alvorada do Gurguéia,5459
PI,22,00509,Amarante,17577
PI,22,00608,Angical do Piauí,6982
PI,22,00707,Anísio de Abreu,9631
PI,22,00806,Antônio Almeida,3228
PI,22,00905,Aroazes,5433
PI,22,00954,Aroeiras do Itaim,2766
PI,22,01002,Arraial,4593
PI,22,01051,Assunção do Piauí,7597
PI,22,01101,Avelino Lopes,11106
PI,22,01150,Baixa Grande do Ribeiro,13838
PI,22,01176,Barra D'Alcântara,4091
PI,22,01200,Barras,49533
PI,22,01309,Barreiras do Piauí,3334
PI,22,01408,Barro Duro,6744
PI,22,01507,Batalha,27123
PI,22,01556,Bela Vista do Piauí,4208
PI,22,01572,Belém do Piauí,3508
PI,22,01606,Beneditinos,10104
PI,22,01705,Bertolínia,5701
PI,22,01739,Betânia do Piauí,6368
PI,22,01770,Boa Hora,7108
PI,22,01804,Bocaina,4131
PI,22,01903,Bom Jesus,30321
PI,22,01919,Bom Princípio do Piauí,5786
PI,22,01929,Bonfim do Piauí,6089
PI,22,01945,Boqueirão do Piauí,6728
PI,22,01960,Brasileira,8658
PI,22,01988,Brejo do Piauí,3969
PI,22,02000,Buriti dos Lopes,20096
PI,22,02026,Buriti dos Montes,7538
PI,22,02059,Cabeceiras do Piauí,10449
PI,22,02075,Cajazeiras do Piauí,3146
PI,22,02083,Cajueiro da Praia,8203
PI,22,02091,Caldeirão Grande do Piauí,5605
PI,22,02109,Campinas do Piauí,4988
PI,22,02117,Campo Alegre do Fidalgo,4701
PI,22,02133,Campo Grande do Piauí,6188
PI,22,02174,Campo Largo do Piauí,7636
PI,22,02208,Campo Maior,47074
PI,22,02251,Canavieira,3429
PI,22,02307,Canto do Buriti,19669
PI,22,02406,Capitão de Campos,11347
PI,22,02455,Capitão Gervásio Oliveira,4065
PI,22,02505,Caracol,10538
